Age,FrequentFlyer,AnnualIncomeClass,ServicesOpted,AccountSyncedToSocialMedia,BookedHotelOrNot,Target,TextualData
37,Yes,Low Income,2,No,Yes,0,"The customer is 37 years old with a low annual income and has opted for 2 services from the travel company. The customer is a frequent flyer and has booked a hotel. However, their account is not synced to social media."
30,No,Middle Income,1,Yes,Yes,0,"The customer is aged 30 and does not have frequent flyer status. Their annual income falls within the middle-income class category. They have opted for 1 service from the tour & travels company. The customer's account is synced to social media, and they have already booked a hotel through the company."
30,Yes,Low Income,5,Yes,No,1,The customer is aged 30 and is a frequent flyer. Their annual income class is categorized as low income. The customer has opted for 5 services and has synced their account to social media. They have not booked a hotel.
34,No,Middle Income,3,No,No,0,"Based on the indicators provided, the customer is 34 years old. They do not have frequent flyer status and are classified as having a middle income. The customer has opted for 3 services and has not synced their account to social media. Additionally, the customer has not booked a hotel."
29,No,Middle Income,2,No,No,0,The customer is 29 years old and is classified as having a middle income. They are not a frequent flyer and have not synced their account to social media. The customer has opted for 2 services from the tour company but has not booked a hotel.
34,No,Low Income,4,No,Yes,0,"The customer is 34 years old and has not identified as a frequent flyer. They fall under the low income bracket in terms of their annual income. The customer has opted for 4 travel services. They have not synced their account to any social media platform. Additionally, they have booked a hotel for their travel."
37,Yes,High Income,1,No,No,0,"The customer is 37 years old, has a high annual income, is a frequent flyer, has opted for 1 service, has not synced their account to social media, and has not booked a hotel."
37,Yes,Low Income,1,Yes,Yes,0,"The customer, aged 37, is a frequent flyer and falls under the low-income annual income class. They have opted for 1 service from the company and have their account synced to social media. Additionally, the customer has booked a hotel through the company's services."
35,No,Low Income,2,Yes,No,1,"This customer is 35 years old, does not have frequent flyer status, falls into the low income bracket, has opted for 2 services, has linked their account to social media, and has not booked a hotel yet."
30,No,Middle Income,3,No,No,0,"The customer is aged 30 and does not have frequent flyer status. Their annual income class is classified as middle income. They have opted for 3 services and have not synced their account to social media. Additionally, they have not booked a hotel yet."
36,Yes,High Income,6,No,Yes,1,"The customer, aged 36, is a frequent flyer and has a high annual income. They have opted for 6 services and have booked a hotel. Additionally, their account is not synced to social media."
30,No Record,Low Income,1,Yes,No,0,The customer is 30 years old and does not have a frequent flyer record. Their annual income class is low. They have opted for 1 service. The customer has synced their account to social media and has not booked a hotel yet.
34,No,Middle Income,4,Yes,No,0,"The customer, aged 34, is not a frequent flyer and falls into the middle-income class. They have opted for 4 services provided by the tour and travels company. Their account is synced to social media, and they have not booked a hotel with the company."
